node: 0, parent: -1, adj: [141730, 21454]
node: 85257, parent: 113364, adj: [194754, 113364]
node: 194754, parent: 85257, adj: [146816, 85257]
node: 146816, parent: 194754, adj: [77368, 194754]
node: 77368, parent: 146816, adj: [3708, 146816]
node: 3708, parent: 77368, adj: [140491, 77368]
node: 140491, parent: 3708, adj: [167596, 3708]
node: 167596, parent: 140491, adj: [156309, 140491]
node: 156309, parent: 167596, adj: [93787, 167596]
node: 93787, parent: 156309, adj: [92895, 156309]
node: 92895, parent: 93787, adj: [101252, 93787]
node: 101252, parent: 92895, adj: [189407, 92895]
node: 189407, parent: 101252, adj: [141644, 101252]
node: 141644, parent: 189407, adj: [112687, 189407]
node: 112687, parent: 141644, adj: [52414, 141644]
node: 52414, parent: 112687, adj: [17516, 112687]
node: 17516, parent: 52414, adj: [84548, 52414]
node: 84548, parent: 17516, adj: [44505, 17516]
node: 44505, parent: 84548, adj: [145468, 84548]
node: 145468, parent: 44505, adj: [36175, 44505]
node: 36175, parent: 145468, adj: [168958, 145468]
node: 168958, parent: 36175, adj: [57698, 36175]
node: 57698, parent: 168958, adj: [174675, 168958]
node: 174675, parent: 57698, adj: [70134, 57698]
node: 70134, parent: 174675, adj: [120824, 174675]
node: 120824, parent: 70134, adj: [25868, 70134]
node: 25868, parent: 120824, adj: [54757, 120824]
node: 54757, parent: 25868, adj: [116459, 25868]
node: 116459, parent: 54757, adj: [32373, 54757]
node: 32373, parent: 116459, adj: [36451, 116459]
node: 36451, parent: 32373, adj: [29672, 32373]
node: 29672, parent: 36451, adj: [2981, 36451]
node: 2981, parent: 29672, adj: [141297, 29672]
node: 141297, parent: 2981, adj: [4750, 2981]
node: 4750, parent: 141297, adj: [46751, 141297]
node: 46751, parent: 4750, adj: [111362, 4750]
node: 111362, parent: 46751, adj: [74423, 46751]
node: 74423, parent: 111362, adj: [102126, 111362]
node: 102126, parent: 74423, adj: [157785, 74423]
node: 157785, parent: 102126, adj: [82740, 102126]
node: 82740, parent: 157785, adj: [161936, 157785]
node: 161936, parent: 82740, adj: [88319, 82740]
node: 88319, parent: 161936, adj: [183893, 161936]
node: 183893, parent: 88319, adj: [14546, 88319]
node: 14546, parent: 183893, adj: [154131, 183893]
node: 154131, parent: 14546, adj: [20885, 14546]
node: 20885, parent: 154131, adj: [36497, 154131]
node: 36497, parent: 20885, adj: [138435, 20885]
node: 138435, parent: 36497, adj: [143796, 36497]
node: 143796, parent: 138435, adj: [97253, 138435]
node: 97253, parent: 143796, adj: [112402, 143796]
node: 112402, parent: 97253, adj: [197137, 97253]
node: 197137, parent: 112402, adj: [110119, 112402]
node: 110119, parent: 197137, adj: [143338, 197137]
node: 143338, parent: 110119, adj: [116920, 110119]
node: 116920, parent: 143338, adj: [127384, 143338]
node: 127384, parent: 116920, adj: [66114, 116920]
node: 66114, parent: 127384, adj: [165104, 127384]
node: 165104, parent: 66114, adj: [14136, 66114]
node: 14136, parent: 165104, adj: [186449, 165104]
node: 186449, parent: 14136, adj: [131019, 14136]
node: 131019, parent: 186449, adj: [143367, 186449]
node: 143367, parent: 131019, adj: [19332, 131019]
node: 19332, parent: 143367, adj: [127438, 143367]
node: 127438, parent: 19332, adj: [25617, 19332]
node: 25617, parent: 127438, adj: [94568, 127438]
node: 94568, parent: 25617, adj: [64014, 25617]
node: 64014, parent: 94568, adj: [23876, 94568]
node: 23876, parent: 64014, adj: [105793, 64014]
node: 105793, parent: 23876, adj: [194714, 23876]
node: 194714, parent: 105793, adj: [41804, 105793]
node: 41804, parent: 194714, adj: [103219, 194714]
node: 103219, parent: 41804, adj: [131284, 41804]
node: 131284, parent: 103219, adj: [193781, 103219]
node: 193781, parent: 131284, adj: [61570, 131284]
node: 61570, parent: 193781, adj: [100198, 193781]
node: 100198, parent: 61570, adj: [43610, 61570]
node: 43610, parent: 100198, adj: [161052, 100198]
node: 161052, parent: 43610, adj: [71683, 43610]
node: 71683, parent: 161052, adj: [191273, 161052]
node: 191273, parent: 71683, adj: [85805, 71683]
node: 85805, parent: 191273, adj: [60180, 191273]
node: 60180, parent: 85805, adj: [18244, 85805]
node: 18244, parent: 60180, adj: [174291, 60180]
node: 174291, parent: 18244, adj: [146063, 18244]
node: 146063, parent: 174291, adj: [190463, 174291]
node: 190463, parent: 146063, adj: [47560, 146063]
node: 47560, parent: 190463, adj: [95034, 190463]
node: 95034, parent: 47560, adj: [28439, 47560]
node: 28439, parent: 95034, adj: [28882, 95034]
node: 28882, parent: 28439, adj: [183497, 28439]
node: 183497, parent: 28882, adj: [5659, 28882]
node: 5659, parent: 183497, adj: [135461, 183497]
node: 135461, parent: 5659, adj: [196615, 5659]
node: 196615, parent: 135461, adj: [159748, 135461]
node: 159748, parent: 196615, adj: [79905, 196615]
node: 79905, parent: 159748, adj: [72008, 159748]
node: 72008, parent: 79905, adj: [102907, 79905]
node: 102907, parent: 72008, adj: [37585, 72008]
node: 37585, parent: 102907, adj: [143457, 102907]
node: 143457, parent: 37585, adj: [181790, 37585]
node: 181790, parent: 143457, adj: [115418, 143457]
node: 115418, parent: 181790, adj: [79395, 181790]
node: 79395, parent: 115418, adj: [147046, 115418]
node: 147046, parent: 79395, adj: [42598, 79395]
node: 42598, parent: 147046, adj: [139584, 147046]
node: 139584, parent: 42598, adj: [133417, 42598]
node: 133417, parent: 139584, adj: [48930, 139584]
node: 48930, parent: 133417, adj: [126832, 133417]
node: 126832, parent: 48930, adj: [3927, 48930]
node: 3927, parent: 126832, adj: [186099, 126832]
node: 186099, parent: 3927, adj: [122415, 3927]
node: 122415, parent: 186099, adj: [86804, 186099]
node: 86804, parent: 122415, adj: [13047, 122415]
node: 13047, parent: 86804, adj: [80587, 86804]
node: 80587, parent: 13047, adj: [145393, 13047]
node: 145393, parent: 80587, adj: [164568, 80587]
node: 164568, parent: 145393, adj: [107813, 145393]
node: 107813, parent: 164568, adj: [99637, 164568]
node: 99637, parent: 107813, adj: [141797, 107813]
node: 141797, parent: 99637, adj: [150961, 99637]
node: 150961, parent: 141797, adj: [142001, 141797]
node: 142001, parent: 150961, adj: [134831, 150961]
node: 134831, parent: 142001, adj: [36036, 142001]
node: 36036, parent: 134831, adj: [55558, 134831]
node: 55558, parent: 36036, adj: [31116, 36036]
node: 31116, parent: 55558, adj: [147137, 55558]
node: 147137, parent: 31116, adj: [33900, 31116]
node: 33900, parent: 147137, adj: [186033, 147137]
node: 186033, parent: 33900, adj: [66702, 33900]
node: 66702, parent: 186033, adj: [16314, 186033]
node: 16314, parent: 66702, adj: [144087, 66702]
node: 144087, parent: 16314, adj: [76826, 16314]
node: 76826, parent: 144087, adj: [146151, 144087]
node: 146151, parent: 76826, adj: [12350, 76826]
node: 12350, parent: 146151, adj: [167142, 146151]
node: 167142, parent: 12350, adj: [108003, 12350]
node: 108003, parent: 167142, adj: [48974, 167142]
node: 48974, parent: 108003, adj: [16565, 108003]
node: 16565, parent: 48974, adj: [193848, 48974]
node: 193848, parent: 16565, adj: [54889, 16565]
node: 54889, parent: 193848, adj: [131581, 193848]
node: 131581, parent: 54889, adj: [194744, 54889]
node: 194744, parent: 131581, adj: [182456, 131581]
node: 182456, parent: 194744, adj: [196779, 194744]
node: 196779, parent: 182456, adj: [73448, 182456]
node: 73448, parent: 196779, adj: [71056, 196779]
node: 71056, parent: 73448, adj: [195929, 73448]
node: 195929, parent: 71056, adj: [60336, 71056]
node: 60336, parent: 195929, adj: [98321, 195929]
node: 98321, parent: 60336, adj: [176388, 60336]
node: 176388, parent: 98321, adj: [72392, 98321]
node: 72392, parent: 176388, adj: [137876, 176388]
node: 137876, parent: 72392, adj: [17137, 72392]
node: 17137, parent: 137876, adj: [118075, 137876]
node: 118075, parent: 17137, adj: [174794, 17137]
node: 174794, parent: 118075, adj: [185989, 118075]
node: 185989, parent: 174794, adj: [111488, 174794]
node: 111488, parent: 185989, adj: [98295, 185989]
node: 98295, parent: 111488, adj: [11335, 111488]
node: 11335, parent: 98295, adj: [98920, 98295]
node: 98920, parent: 11335, adj: [193702, 11335]
node: 193702, parent: 98920, adj: [82547, 98920]
node: 82547, parent: 193702, adj: [159920, 193702]
node: 159920, parent: 82547, adj: [195360, 82547]
node: 195360, parent: 159920, adj: [175921, 159920]
node: 175921, parent: 195360, adj: [116827, 195360]
node: 116827, parent: 175921, adj: [134882, 175921]
node: 134882, parent: 116827, adj: [69987, 116827]
node: 69987, parent: 134882, adj: [135073, 134882]
node: 135073, parent: 69987, adj: [37255, 69987]
node: 37255, parent: 135073, adj: [171257, 135073]
node: 171257, parent: 37255, adj: [20554, 37255]
node: 20554, parent: 171257, adj: [43881, 171257]
node: 43881, parent: 20554, adj: [8749, 20554]
node: 8749, parent: 43881, adj: [130709, 43881]
node: 130709, parent: 8749, adj: [2987, 8749]
node: 2987, parent: 130709, adj: [147014, 130709]
node: 147014, parent: 2987, adj: [75106, 2987]
node: 75106, parent: 147014, adj: [154290, 147014]
node: 154290, parent: 75106, adj: [108632, 75106]
node: 108632, parent: 154290, adj: [70907, 154290]
node: 70907, parent: 108632, adj: [75640, 108632]
node: 75640, parent: 70907, adj: [75632, 70907]
node: 75632, parent: 75640, adj: [188373, 75640]
node: 188373, parent: 75632, adj: [127182, 75632]
node: 127182, parent: 188373, adj: [65545, 188373]
node: 65545, parent: 127182, adj: [60916, 127182]
node: 60916, parent: 65545, adj: [17039, 65545]
node: 17039, parent: 60916, adj: [57510, 60916]
node: 57510, parent: 17039, adj: [39893, 17039]
node: 39893, parent: 57510, adj: [57729, 57510]
node: 57729, parent: 39893, adj: [67881, 39893]
node: 67881, parent: 57729, adj: [95439, 57729]
node: 95439, parent: 67881, adj: [155988, 67881]
node: 155988, parent: 95439, adj: [182314, 95439]
node: 182314, parent: 155988, adj: [46868, 155988]
node: 46868, parent: 182314, adj: [104, 182314]
node: 104, parent: 46868, adj: [109770, 46868]
node: 109770, parent: 104, adj: [100268, 104]
node: 100268, parent: 109770, adj: [117497, 109770]
node: 117497, parent: 100268, adj: [106244, 100268]
node: 106244, parent: 117497, adj: [36560, 117497]
node: 36560, parent: 106244, adj: [52941, 106244]
node: 52941, parent: 36560, adj: [174979, 36560]
node: 174979, parent: 52941, adj: [123621, 52941]
node: 123621, parent: 174979, adj: [4377, 174979]
node: 4377, parent: 123621, adj: [2473, 123621]
node: 2473, parent: 4377, adj: [41078, 4377]
node: 41078, parent: 2473, adj: [87257, 2473]
node: 87257, parent: 41078, adj: [60423, 41078]
node: 60423, parent: 87257, adj: [131851, 87257]
node: 131851, parent: 60423, adj: [164598, 60423]
node: 164598, parent: 131851, adj: [97279, 131851]
node: 97279, parent: 164598, adj: [5931, 164598]
node: 5931, parent: 97279, adj: [75824, 97279]
node: 75824, parent: 5931, adj: [29844, 5931]
node: 29844, parent: 75824, adj: [68666, 75824]
node: 68666, parent: 29844, adj: [131163, 29844]
node: 131163, parent: 68666, adj: [115242, 68666]
node: 115242, parent: 131163, adj: [162208, 131163]
node: 162208, parent: 115242, adj: [62066, 115242]
node: 62066, parent: 162208, adj: [148551, 162208]
node: 148551, parent: 62066, adj: [127093, 62066]
node: 127093, parent: 148551, adj: [149479, 148551]
node: 149479, parent: 127093, adj: [114883, 127093]
node: 114883, parent: 149479, adj: [14997, 149479]
node: 14997, parent: 114883, adj: [172117, 114883]
node: 172117, parent: 14997, adj: [36174, 14997]
node: 36174, parent: 172117, adj: [140054, 172117]
node: 140054, parent: 36174, adj: [173489, 36174]
node: 173489, parent: 140054, adj: [111305, 140054]
node: 111305, parent: 173489, adj: [190606, 173489]
node: 190606, parent: 111305, adj: [163108, 111305]
node: 163108, parent: 190606, adj: [14798, 190606]
node: 14798, parent: 163108, adj: [173841, 163108]
node: 173841, parent: 14798, adj: [67600, 14798]
node: 67600, parent: 173841, adj: [132340, 173841]
node: 132340, parent: 67600, adj: [145474, 67600]
node: 145474, parent: 132340, adj: [68634, 132340]
node: 68634, parent: 145474, adj: [5463, 145474]
node: 5463, parent: 68634, adj: [170678, 68634]
node: 170678, parent: 5463, adj: [63181, 5463]
node: 63181, parent: 170678, adj: [59060, 170678]
node: 59060, parent: 63181, adj: [152292, 63181]
node: 152292, parent: 59060, adj: [167593, 59060]
node: 167593, parent: 152292, adj: [70996, 152292]
node: 70996, parent: 167593, adj: [61907, 167593]
node: 61907, parent: 70996, adj: [171308, 70996]
node: 171308, parent: 61907, adj: [130133, 61907]
node: 130133, parent: 171308, adj: [34865, 171308]
node: 34865, parent: 130133, adj: [128307, 130133]
node: 128307, parent: 34865, adj: [143120, 34865]
node: 143120, parent: 128307, adj: [116624, 128307]
node: 116624, parent: 143120, adj: [39912, 143120]
node: 39912, parent: 116624, adj: [41618, 116624]
node: 41618, parent: 39912, adj: [123596, 39912]
node: 123596, parent: 41618, adj: [111575, 41618]
node: 111575, parent: 123596, adj: [132840, 123596]
node: 132840, parent: 111575, adj: [38131, 111575]
node: 38131, parent: 132840, adj: [22506, 132840]
node: 22506, parent: 38131, adj: [45338, 38131]
node: 45338, parent: 22506, adj: [88221, 22506]
node: 88221, parent: 45338, adj: [12359, 45338]
node: 12359, parent: 88221, adj: [28033, 88221]
node: 28033, parent: 12359, adj: [86443, 12359]
node: 86443, parent: 28033, adj: [35525, 28033]
node: 35525, parent: 86443, adj: [151278, 86443]
node: 151278, parent: 35525, adj: [41409, 35525]
node: 41409, parent: 151278, adj: [155334, 151278]
node: 155334, parent: 41409, adj: [18229, 41409]
node: 18229, parent: 155334, adj: [172121, 155334]
node: 172121, parent: 18229, adj: [175446, 18229]
node: 175446, parent: 172121, adj: [119242, 172121]
node: 119242, parent: 175446, adj: [167606, 175446]
node: 167606, parent: 119242, adj: [95078, 119242]
node: 95078, parent: 167606, adj: [46039, 167606]
node: 46039, parent: 95078, adj: [145186, 95078]
node: 145186, parent: 46039, adj: [163295, 46039]
node: 163295, parent: 145186, adj: [198989, 145186]
node: 198989, parent: 163295, adj: [92609, 163295]
node: 92609, parent: 198989, adj: [11247, 198989]
node: 11247, parent: 92609, adj: [16020, 92609]
node: 16020, parent: 11247, adj: [55160, 11247]
node: 55160, parent: 16020, adj: [104592, 16020]
node: 104592, parent: 55160, adj: [159718, 55160]
node: 159718, parent: 104592, adj: [51957, 104592]
node: 51957, parent: 159718, adj: [8298, 159718]
node: 8298, parent: 51957, adj: [159868, 51957]
node: 159868, parent: 8298, adj: [189328, 8298]
node: 189328, parent: 159868, adj: [174980, 159868]
node: 174980, parent: 189328, adj: [94421, 189328]
node: 94421, parent: 174980, adj: [2346, 174980]
node: 2346, parent: 94421, adj: [53524, 94421]
node: 53524, parent: 2346, adj: [189977, 2346]
node: 189977, parent: 53524, adj: [42394, 53524]
node: 42394, parent: 189977, adj: [186172, 189977]
node: 186172, parent: 42394, adj: [71122, 42394]
node: 71122, parent: 186172, adj: [164729, 186172]
node: 164729, parent: 71122, adj: [14345, 71122]
node: 14345, parent: 164729, adj: [199994, 164729]
node: 199994, parent: 14345, adj: [60770, 14345]
node: 60770, parent: 199994, adj: [16048, 199994]
node: 16048, parent: 60770, adj: [49214, 60770]
node: 49214, parent: 16048, adj: [126834, 16048]
node: 126834, parent: 49214, adj: [122227, 49214]
node: 122227, parent: 126834, adj: [126369, 126834]
node: 126369, parent: 122227, adj: [117930, 122227]
node: 117930, parent: 126369, adj: [93394, 126369]
node: 93394, parent: 117930, adj: [114630, 117930]
node: 114630, parent: 93394, adj: [47065, 93394]
node: 47065, parent: 114630, adj: [166138, 114630]
node: 166138, parent: 47065, adj: [41025, 47065]
node: 41025, parent: 166138, adj: [89438, 166138]
node: 89438, parent: 41025, adj: [160566, 41025]
node: 160566, parent: 89438, adj: [129647, 89438]
node: 129647, parent: 160566, adj: [174489, 160566]
node: 174489, parent: 129647, adj: [82473, 129647]
node: 82473, parent: 174489, adj: [128282, 174489]
node: 128282, parent: 82473, adj: [37296, 82473]
node: 37296, parent: 128282, adj: [26708, 128282]
node: 26708, parent: 37296, adj: [76699, 37296]
node: 76699, parent: 26708, adj: [62481, 26708]
node: 62481, parent: 76699, adj: [1611, 76699]
node: 1611, parent: 62481, adj: [165033, 62481]
node: 165033, parent: 1611, adj: [4835, 1611]
node: 4835, parent: 165033, adj: [74945, 165033]
node: 74945, parent: 4835, adj: [100807, 4835]
node: 100807, parent: 74945, adj: [135562, 74945]
node: 135562, parent: 100807, adj: [158454, 100807]
node: 158454, parent: 135562, adj: [120497, 135562]
node: 120497, parent: 158454, adj: [197139, 158454]
node: 197139, parent: 120497, adj: [190570, 120497]
node: 190570, parent: 197139, adj: [40718, 197139]
node: 40718, parent: 190570, adj: [24007, 190570]
node: 24007, parent: 40718, adj: [111251, 40718]
node: 111251, parent: 24007, adj: [190635, 24007]
node: 190635, parent: 111251, adj: [106647, 111251]
node: 106647, parent: 190635, adj: [105843, 190635]
node: 105843, parent: 106647, adj: [41945, 106647]
node: 41945, parent: 105843, adj: [65507, 105843]
node: 65507, parent: 41945, adj: [125668, 41945]
node: 125668, parent: 65507, adj: [55006, 65507]
node: 55006, parent: 125668, adj: [115460, 125668]
node: 115460, parent: 55006, adj: [178354, 55006]
node: 178354, parent: 115460, adj: [143101, 115460]
node: 143101, parent: 178354, adj: [118950, 178354]
node: 118950, parent: 143101, adj: [181904, 143101]
node: 181904, parent: 118950, adj: [92587, 118950]
node: 92587, parent: 181904, adj: [167041, 181904]
node: 167041, parent: 92587, adj: [79619, 92587]
node: 79619, parent: 167041, adj: [53798, 167041]
node: 53798, parent: 79619, adj: [19193, 79619]
node: 19193, parent: 53798, adj: [162571, 53798]
node: 162571, parent: 19193, adj: [27045, 19193]
node: 27045, parent: 162571, adj: [199879, 162571]
node: 199879, parent: 27045, adj: [136916, 27045]
node: 136916, parent: 199879, adj: [39423, 199879]
node: 39423, parent: 136916, adj: [42868, 136916]
node: 42868, parent: 39423, adj: [143569, 39423]
node: 143569, parent: 42868, adj: [14263, 42868]
node: 14263, parent: 143569, adj: [5655, 143569]
node: 5655, parent: 14263, adj: [9637, 14263]
node: 9637, parent: 5655, adj: [5026, 5655]
node: 5026, parent: 9637, adj: [109884, 9637]
node: 109884, parent: 5026, adj: [180058, 5026]
node: 180058, parent: 109884, adj: [82285, 109884]
node: 82285, parent: 180058, adj: [198134, 180058]
node: 198134, parent: 82285, adj: [189368, 82285]
node: 189368, parent: 198134, adj: [66813, 198134]
node: 66813, parent: 189368, adj: [70803, 189368]
node: 70803, parent: 66813, adj: [9423, 66813]
node: 9423, parent: 70803, adj: [36844, 70803]
node: 36844, parent: 9423, adj: [145435, 9423]
node: 145435, parent: 36844, adj: [19288, 36844]
node: 19288, parent: 145435, adj: [180810, 145435]
node: 180810, parent: 19288, adj: [19115, 19288]
node: 19115, parent: 180810, adj: [65283, 180810]
node: 65283, parent: 19115, adj: [175110, 19115]
node: 175110, parent: 65283, adj: [162501, 65283]
node: 162501, parent: 175110, adj: [85729, 175110]
node: 85729, parent: 162501, adj: [173652, 162501]
node: 173652, parent: 85729, adj: [155177, 85729]
node: 155177, parent: 173652, adj: [183508, 173652]
node: 183508, parent: 155177, adj: [183161, 155177]
node: 183161, parent: 183508, adj: [9841, 183508]
node: 9841, parent: 183161, adj: [186859, 183161]
node: 186859, parent: 9841, adj: [102127, 9841]
node: 102127, parent: 186859, adj: [20071, 186859]
node: 20071, parent: 102127, adj: [163032, 102127]
node: 163032, parent: 20071, adj: [100468, 20071]
node: 100468, parent: 163032, adj: [156636, 163032]
node: 156636, parent: 100468, adj: [106763, 100468]
node: 106763, parent: 156636, adj: [111924, 156636]
node: 111924, parent: 106763, adj: [149779, 106763]
node: 149779, parent: 111924, adj: [48720, 111924]
node: 48720, parent: 149779, adj: [180746, 149779]
node: 180746, parent: 48720, adj: [114127, 48720]
node: 114127, parent: 180746, adj: [58887, 180746]
node: 58887, parent: 114127, adj: [142873, 114127]
node: 142873, parent: 58887, adj: [187666, 58887]
node: 187666, parent: 142873, adj: [84111, 142873]
node: 84111, parent: 187666, adj: [63355, 187666]
node: 63355, parent: 84111, adj: [138561, 84111]
node: 138561, parent: 63355, adj: [146376, 63355]
node: 146376, parent: 138561, adj: [60481, 138561]
node: 60481, parent: 146376, adj: [11998, 146376]
node: 11998, parent: 60481, adj: [160521, 60481]
node: 160521, parent: 11998, adj: [121710, 11998]
node: 121710, parent: 160521, adj: [45358, 160521]
node: 45358, parent: 121710, adj: [88862, 121710]
node: 88862, parent: 45358, adj: [22062, 45358]
node: 22062, parent: 88862, adj: [122388, 88862]
node: 122388, parent: 22062, adj: [133438, 22062]
node: 133438, parent: 122388, adj: [188847, 122388]
node: 188847, parent: 133438, adj: [135842, 133438]
node: 135842, parent: 188847, adj: [175539, 188847]
node: 175539, parent: 135842, adj: [101730, 135842]
node: 101730, parent: 175539, adj: [101948, 175539]
node: 101948, parent: 101730, adj: [46518, 101730]
node: 46518, parent: 101948, adj: [3737, 101948]
node: 3737, parent: 46518, adj: [107593, 46518]
node: 107593, parent: 3737, adj: [22230, 3737]
node: 22230, parent: 107593, adj: [10905, 107593]
node: 10905, parent: 22230, adj: [130824, 22230]
node: 130824, parent: 10905, adj: [44746, 10905]
node: 44746, parent: 130824, adj: [31958, 130824]
node: 31958, parent: 44746, adj: [45815, 44746]
node: 45815, parent: 31958, adj: [89275, 31958]
node: 89275, parent: 45815, adj: [32276, 45815]
node: 32276, parent: 89275, adj: [158149, 89275]
node: 158149, parent: 32276, adj: [136118, 32276]
node: 136118, parent: 158149, adj: [115134, 158149]
node: 115134, parent: 136118, adj: [194241, 136118]
node: 194241, parent: 115134, adj: [127155, 115134]
node: 127155, parent: 194241, adj: [96980, 194241]
node: 96980, parent: 127155, adj: [26113, 127155]
node: 26113, parent: 96980, adj: [156861, 96980]
node: 156861, parent: 26113, adj: [182511, 26113]
node: 182511, parent: 156861, adj: [132890, 156861]
node: 132890, parent: 182511, adj: [172044, 182511]
node: 172044, parent: 132890, adj: [118348, 132890]
node: 118348, parent: 172044, adj: [61188, 172044]
node: 61188, parent: 118348, adj: [145819, 118348]
node: 145819, parent: 61188, adj: [44339, 61188]
node: 44339, parent: 145819, adj: [27967, 145819]
node: 27967, parent: 44339, adj: [62085, 44339]
node: 62085, parent: 27967, adj: [121281, 27967]
node: 121281, parent: 62085, adj: [90690, 62085]
node: 90690, parent: 121281, adj: [38045, 121281]
node: 38045, parent: 90690, adj: [61500, 90690]
node: 61500, parent: 38045, adj: [7612, 38045]
node: 7612, parent: 61500, adj: [25756, 61500]
node: 25756, parent: 7612, adj: [67961, 7612]
node: 67961, parent: 25756, adj: [163857, 25756]
node: 163857, parent: 67961, adj: [23681, 67961]
node: 23681, parent: 163857, adj: [61220, 163857]
node: 61220, parent: 23681, adj: [41271, 23681]
node: 41271, parent: 61220, adj: [37896, 61220]
node: 37896, parent: 41271, adj: [112886, 41271]
node: 112886, parent: 37896, adj: [86053, 37896]
node: 86053, parent: 112886, adj: [48713, 112886]
node: 48713, parent: 86053, adj: [42663, 86053]
node: 42663, parent: 48713, adj: [43418, 48713]
node: 43418, parent: 42663, adj: [2256, 42663]
node: 2256, parent: 43418, adj: [136624, 43418]
node: 136624, parent: 2256, adj: [128279, 2256]
node: 128279, parent: 136624, adj: [194344, 136624]
node: 194344, parent: 128279, adj: [171072, 128279]
node: 171072, parent: 194344, adj: [26682, 194344]
node: 26682, parent: 171072, adj: [75281, 171072]
node: 75281, parent: 26682, adj: [70291, 26682]
node: 70291, parent: 75281, adj: [117729, 75281]
node: 117729, parent: 70291, adj: [122925, 70291]
node: 122925, parent: 117729, adj: [192132, 117729]
node: 192132, parent: 122925, adj: [184073, 122925]
node: 184073, parent: 192132, adj: [72382, 192132]
node: 72382, parent: 184073, adj: [128852, 184073]
node: 128852, parent: 72382, adj: [146202, 72382]
node: 146202, parent: 128852, adj: [103955, 128852]
node: 103955, parent: 146202, adj: [125132, 146202]
node: 125132, parent: 103955, adj: [88893, 103955]
node: 88893, parent: 125132, adj: [97700, 125132]
node: 97700, parent: 88893, adj: [67574, 88893]
node: 67574, parent: 97700, adj: [166920, 97700]
node: 166920, parent: 67574, adj: [62819, 67574]
node: 62819, parent: 166920, adj: [198278, 166920]
node: 198278, parent: 62819, adj: [191388, 62819]
node: 191388, parent: 198278, adj: [9767, 198278]
node: 9767, parent: 191388, adj: [68814, 191388]
node: 68814, parent: 9767, adj: [199500, 9767]
node: 199500, parent: 68814, adj: [80022, 68814]
node: 80022, parent: 199500, adj: [19174, 199500]
node: 19174, parent: 80022, adj: [29004, 80022]
node: 29004, parent: 19174, adj: [106571, 19174]
node: 106571, parent: 29004, adj: [185085, 29004]
node: 185085, parent: 106571, adj: [64585, 106571]
node: 64585, parent: 185085, adj: [89388, 185085]
node: 89388, parent: 64585, adj: [86040, 64585]
node: 86040, parent: 89388, adj: [11316, 89388]
node: 11316, parent: 86040, adj: [6913, 86040]
node: 6913, parent: 11316, adj: [82591, 11316]
node: 82591, parent: 6913, adj: [192957, 6913]
node: 192957, parent: 82591, adj: [100422, 82591]
node: 100422, parent: 192957, adj: [23359, 192957]
node: 23359, parent: 100422, adj: [4003, 100422]
node: 4003, parent: 23359, adj: [60316, 23359]
node: 60316, parent: 4003, adj: [104927, 4003]
node: 104927, parent: 60316, adj: [154609, 60316]
node: 154609, parent: 104927, adj: [136197, 104927]
node: 136197, parent: 154609, adj: [14696, 154609]
node: 14696, parent: 136197, adj: [123894, 136197]
node: 123894, parent: 14696, adj: [97382, 14696]
node: 97382, parent: 123894, adj: [82259, 123894]
node: 82259, parent: 97382, adj: [29347, 97382]
node: 29347, parent: 82259, adj: [60008, 82259]
node: 60008, parent: 29347, adj: [97888, 29347]
node: 97888, parent: 60008, adj: [165514, 60008]
node: 165514, parent: 97888, adj: [176099, 97888]
node: 176099, parent: 165514, adj: [51195, 165514]
node: 51195, parent: 176099, adj: [118821, 176099]
node: 118821, parent: 51195, adj: [31426, 51195]
node: 31426, parent: 118821, adj: [17420, 118821]
node: 17420, parent: 31426, adj: [12939, 31426]
node: 12939, parent: 17420, adj: [122442, 17420]
node: 122442, parent: 12939, adj: [107444, 12939]
node: 107444, parent: 122442, adj: [171671, 122442]
node: 171671, parent: 107444, adj: [199597, 107444]
node: 199597, parent: 171671, adj: [113595, 171671]
node: 113595, parent: 199597, adj: [13295, 199597]
node: 13295, parent: 113595, adj: [195866, 113595]
node: 195866, parent: 13295, adj: [158396, 13295]
node: 158396, parent: 195866, adj: [11474, 195866]
node: 11474, parent: 158396, adj: [107266, 158396]
node: 107266, parent: 11474, adj: [74370, 11474]
node: 74370, parent: 107266, adj: [126382, 107266]
node: 126382, parent: 74370, adj: [123153, 74370]
node: 123153, parent: 126382, adj: [149249, 126382]
node: 149249, parent: 123153, adj: [114046, 123153]
node: 114046, parent: 149249, adj: [25892, 149249]
node: 25892, parent: 114046, adj: [92427, 114046]
node: 92427, parent: 25892, adj: [56909, 25892]
node: 56909, parent: 92427, adj: [97369, 92427]
node: 97369, parent: 56909, adj: [135930, 56909]
node: 135930, parent: 97369, adj: [194609, 97369]
node: 194609, parent: 135930, adj: [160860, 135930]
node: 160860, parent: 194609, adj: [166385, 194609]
node: 166385, parent: 160860, adj: [70637, 160860]
node: 70637, parent: 166385, adj: [93844, 166385]
node: 93844, parent: 70637, adj: [178141, 70637]
node: 178141, parent: 93844, adj: [6527, 93844]
node: 6527, parent: 178141, adj: [112097, 178141]
node: 112097, parent: 6527, adj: [17128, 6527]
node: 17128, parent: 112097, adj: [96093, 112097]
node: 96093, parent: 17128, adj: [80416, 17128]
node: 80416, parent: 96093, adj: [10574, 96093]
node: 10574, parent: 80416, adj: [27821, 80416]
node: 27821, parent: 10574, adj: [15008, 10574]
node: 15008, parent: 27821, adj: [30599, 27821]
node: 30599, parent: 15008, adj: [14395, 15008]
